GEOID,LST,NDVI,NDBI,z_score,cluster_type
04013107403,56.558265889510665,0.14079609389172315,-0.03368712978991584,-0.02447050254886805,0
04013107404,57.338210938285414,0.14368587466080565,-0.022867109698577165,0.3780293323333161,0
04013107601,55.98949605363484,0.20114488405526307,-0.06715015784110141,-0.3179908798954816,0
04013107602,55.6283082442139,0.23051139648312502,-0.07271561144548154,-0.504386105920401,0
04013108302,55.857881132451894,0.25180659841755504,-0.08105656040695479,-0.3859123111904009,0
04013108501,57.31921135471853,0.1611288087018786,-0.03000665991513688,0.36822437330381347,0
04013108502,56.74658215362687,0.16826043247924619,-0.04189110800644557,0.07271232505094151,0
04013109001,58.29678627607586,0.10708819051676048,0.005652447514792763,0.8727134332054249,0
04013109002,56.944195816808914,0.158221966273919,-0.0235892916930512,0.17469318501817827,0
04013109101,57.64762401733191,0.21539979293088016,-0.03623754315598635,0.537705598529563,0
04013109102,58.89989041665079,0.1518497266246045,-0.007081757995209317,1.183952433157429,0
04013109401,57.92786715035256,0.16243613021501246,-0.01745406170818098,0.682328370281084,0
04013109402,58.38205724527875,0.14886593631033931,-0.00783797498322193,0.9167185218694578,0
04013109601,59.63516166806484,0.14887044973777977,-0.005271213056761924,1.5633978283845504,2
04013109602,58.56124461837815,0.16301968446995194,-0.011174189296370395,1.0091902776665875,0
04013109603,59.49878731830135,0.15739324798347165,-0.004086292815688549,1.4930202378758364,0
04013109604,58.810379397258025,0.17440901831194372,-0.013347846632869333,1.1377592166195167,0
04013109702,59.22081547864951,0.16731930694568678,-0.015027054756176973,1.349569593836842,0
04013109703,57.287230562668654,0.19707698782813884,-0.020076527406011534,0.3517203086396434,0
04013109704,59.09423618801331,0.16239954912521024,-0.011526101077963324,1.2842468590357023,0
04013109705,59.172500081230126,0.15478815631250764,-0.012142879813025228,1.324635863551458,0
04013109706,59.359900456311905,0.18513898776417714,-0.01594796105988505,1.42134603582035,0
04013109707,59.128153090346686,0.17849836385520934,-0.04134608325910488,1.3017500762307392,0
04013109801,58.43005647421792,0.1681562245162612,-0.014324082950256403,0.9414890896842516,0
04013109802,58.8933750312861,0.15564399774697948,-0.010506903460029594,1.1805900917493997,0
04013110501,56.53703509272479,0.12885884256224542,-0.03361815286091876,-0.035426905457194784,0
04013110502,56.31089346210435,0.1387680808739658,-0.03096899840023095,-0.15212995925272219,0
04013110801,55.808720313768205,0.21129367851414407,-0.0563090696554477,-0.411282331083395,0
